Profile,Winner,Num_Violations,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized
"[(1, 3, 2, 4, 0), (3, 4, 1, 2, 0), (2, 0, 1, 3, 4), (0, 2, 3, 4, 1), (0, 2, 1, 4, 3), (1, 4, 3, 0, 2), (4, 2, 0, 1, 3), (2, 0, 1, 3, 4), (2, 0, 1, 4, 3), (0, 4, 1, 2, 3), (3, 1, 4, 0, 2), (4, 3, 2, 1, 0), (3, 0, 1, 2, 4), (1, 2, 3, 0, 4), (2, 0, 1, 3, 4), (1, 2, 0, 3, 4), (3, 1, 0, 4, 2), (0, 1, 2, 4, 3), (4, 3, 1, 0, 2), (1, 3, 4, 2, 0)]","(0, 1, 1, 1, 0)",0,"(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 9, 10, 12, 10, 0, 12, 13, 14, 11, 8, 0, 11, 11, 10, 7, 9, 0, 12, 8, 6, 9, 8, 0]","[0.0, 0.05, 0.045, 0.05, 0.06, 0.05, 0.0, 0.06, 0.065, 0.07, 0.055, 0.04, 0.0, 0.055, 0.055, 0.05, 0.035, 0.045, 0.0, 0.06, 0.04, 0.03, 0.045, 0.04, 0.0]","[10, 9, 10, 12, 10, 12, 13, 14, 11, 8, 11, 11, 10, 7, 9, 12, 8, 6, 9, 8]","[0.05, 0.045, 0.05, 0.06, 0.05, 0.06, 0.065, 0.07, 0.055, 0.04, 0.055, 0.055, 0.05, 0.035, 0.045, 0.06, 0.04, 0.03, 0.045, 0.04]","[0.08772 0.07895 0.08772 0.10526 0.10526 0.11404 0.12281 0.09649 0.09649
 0.10526]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[4, 5, 3, 4, 4, 5, 3, 9, 2, 1, 4, 5, 3, 4, 4, 4, 4, 3, 4, 5, 3, 3, 2, 6, 6]","[0.04, 0.05, 0.03, 0.04, 0.04, 0.05, 0.03, 0.09, 0.02, 0.01, 0.04, 0.05, 0.03, 0.04, 0.04, 0.04, 0.04, 0.03, 0.04, 0.05, 0.03, 0.03, 0.02, 0.06, 0.06]"
"[(2, 0, 1, 4, 3), (3, 4, 0, 1, 2), (4, 3, 1, 0, 2), (2, 0, 4, 3, 1), (3, 0, 1, 2, 4), (0, 3, 1, 4, 2), (1, 4, 0, 2, 3), (0, 1, 4, 3, 2), (0, 4, 2, 1, 3), (1, 2, 3, 4, 0), (0, 3, 1, 2, 4), (4, 2, 3, 0, 1), (1, 3, 4, 0, 2), (4, 0, 3, 2, 1), (2, 3, 0, 4, 1), (2, 3, 1, 0, 4), (1, 3, 0, 2, 4), (1, 3, 0, 2, 4), (2, 3, 4, 1, 0), (3, 1, 4, 2, 0)]","(1, 1, 0, 1, 0)",0,"(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 11, 12, 8, 11, 9, 0, 12, 8, 12, 8, 8, 0, 9, 10, 12, 12, 11, 0, 12, 9, 8, 10, 8, 0]","[0.0, 0.055, 0.06, 0.04, 0.055, 0.045, 0.0, 0.06, 0.04, 0.06, 0.04, 0.04, 0.0, 0.045, 0.05, 0.06, 0.06, 0.055, 0.0, 0.06, 0.045, 0.04, 0.05, 0.04, 0.0]","[11, 12, 8, 11, 9, 12, 8, 12, 8, 8, 9, 10, 12, 12, 11, 12, 9, 8, 10, 8]","[0.055, 0.06, 0.04, 0.055, 0.045, 0.06, 0.04, 0.06, 0.04, 0.04, 0.045, 0.05, 0.06, 0.06, 0.055, 0.06, 0.045, 0.04, 0.05, 0.04]","[0.10476 0.11429 0.07619 0.10476 0.11429 0.07619 0.11429 0.08571 0.09524
 0.11429]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[4, 4, 5, 4, 3, 5, 2, 6, 3, 4, 5, 2, 1, 7, 5, 3, 9, 3, 2, 3, 3, 3, 5, 4, 5]","[0.04, 0.04, 0.05, 0.04, 0.03, 0.05, 0.02, 0.06, 0.03, 0.04, 0.05, 0.02, 0.01, 0.07, 0.05, 0.03, 0.09, 0.03, 0.02, 0.03, 0.03, 0.03, 0.05, 0.04, 0.05]"
"[(4, 1, 0, 2, 3), (4, 0, 1, 3, 2), (2, 0, 3, 1, 4), (4, 2, 1, 3, 0), (3, 1, 2, 4, 0), (1, 3, 2, 0, 4), (4, 0, 1, 2, 3), (1, 3, 4, 2, 0), (0, 4, 1, 3, 2), (0, 4, 3, 2, 1), (0, 3, 4, 2, 1), (0, 1, 4, 2, 3), (4, 1, 0, 3, 2), (4, 1, 0, 2, 3), (2, 0, 3, 1, 4), (2, 1, 0, 3, 4), (4, 0, 1, 3, 2), (2, 1, 3, 4, 0), (2, 1, 3, 0, 4), (1, 3, 4, 0, 2)]","(1, 1, 0, 0, 1)",0,"(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 9, 11, 13, 9, 11, 0, 12, 15, 10, 9, 8, 0, 10, 7, 7, 5, 10, 0, 10, 11, 10, 13, 10, 0]","[0.0, 0.045, 0.055, 0.065, 0.045, 0.055, 0.0, 0.06, 0.075, 0.05, 0.045, 0.04, 0.0, 0.05, 0.035, 0.035, 0.025, 0.05, 0.0, 0.05, 0.055, 0.05, 0.065, 0.05, 0.0]","[9, 11, 13, 9, 11, 12, 15, 10, 9, 8, 10, 7, 7, 5, 10, 10, 11, 10, 13, 10]","[0.045, 0.055, 0.065, 0.045, 0.055, 0.06, 0.075, 0.05, 0.045, 0.04, 0.05, 0.035, 0.035, 0.025, 0.05, 0.05, 0.055, 0.05, 0.065, 0.05]","[0.08491 0.10377 0.12264 0.08491 0.11321 0.14151 0.09434 0.09434 0.06604
 0.09434]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[4, 5, 4, 3, 4, 3, 8, 5, 2, 2, 5, 1, 2, 7, 5, 1, 4, 5, 6, 4, 7, 2, 4, 2, 5]","[0.04, 0.05, 0.04, 0.03, 0.04, 0.03, 0.08, 0.05, 0.02, 0.02, 0.05, 0.01, 0.02, 0.07, 0.05, 0.01, 0.04, 0.05, 0.06, 0.04, 0.07, 0.02, 0.04, 0.02, 0.05]"
"[(1, 3, 4, 2, 0), (4, 1, 3, 0, 2), (3, 2, 1, 0, 4), (4, 2, 3, 1, 0), (4, 1, 3, 0, 2), (2, 1, 3, 4, 0), (4, 0, 1, 3, 2), (1, 2, 4, 0, 3), (1, 3, 4, 2, 0), (3, 2, 4, 0, 1), (3, 4, 2, 0, 1), (2, 0, 4, 1, 3), (2, 3, 0, 1, 4), (0, 4, 1, 2, 3), (2, 0, 4, 1, 3), (0, 4, 2, 1, 3), (1, 0, 2, 3, 4), (2, 0, 3, 4, 1), (3, 4, 1, 2, 0), (2, 3, 1, 0, 4)]","(0, 0, 1, 1, 1)",0,"(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 9, 6, 8, 9, 11, 0, 9, 12, 8, 14, 11, 0, 11, 10, 12, 8, 9, 0, 11, 11, 12, 10, 9, 0]","[0.0, 0.045, 0.03, 0.04, 0.045, 0.055, 0.0, 0.045, 0.06, 0.04, 0.07, 0.055, 0.0, 0.055, 0.05, 0.06, 0.04, 0.045, 0.0, 0.055, 0.055, 0.06, 0.05, 0.045, 0.0]","[9, 6, 8, 9, 11, 9, 12, 8, 14, 11, 11, 10, 12, 8, 9, 11, 11, 12, 10, 9]","[0.045, 0.03, 0.04, 0.045, 0.055, 0.045, 0.06, 0.04, 0.07, 0.055, 0.055, 0.05, 0.06, 0.04, 0.045, 0.055, 0.055, 0.06, 0.05, 0.045]","[0.09677 0.06452 0.08602 0.09677 0.09677 0.12903 0.08602 0.11828 0.10753
 0.11828]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[2, 5, 1, 7, 5, 4, 3, 5, 5, 3, 6, 4, 3, 4, 3, 4, 4, 5, 2, 5, 4, 4, 6, 2, 4]","[0.02, 0.05, 0.01, 0.07, 0.05, 0.04, 0.03, 0.05, 0.05, 0.03, 0.06, 0.04, 0.03, 0.04, 0.03, 0.04, 0.04, 0.05, 0.02, 0.05, 0.04, 0.04, 0.06, 0.02, 0.04]"
"[(0, 3, 1, 4, 2), (2, 4, 3, 0, 1), (4, 3, 2, 0, 1), (0, 3, 1, 2, 4), (4, 1, 0, 2, 3), (1, 2, 0, 4, 3), (1, 3, 4, 0, 2), (1, 2, 3, 0, 4), (0, 2, 1, 3, 4), (4, 2, 0, 1, 3), (4, 2, 0, 3, 1), (4, 2, 0, 1, 3), (1, 0, 4, 3, 2), (3, 2, 0, 1, 4), (2, 0, 1, 3, 4), (1, 2, 4, 3, 0), (1, 4, 0, 2, 3), (1, 0, 4, 3, 2), (1, 4, 2, 0, 3), (4, 1, 3, 0, 2)]","(0, 1, 1, 0, 1)",0,"(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","[0, 10, 9, 13, 9, 10, 0, 12, 14, 13, 11, 8, 0, 12, 8, 7, 6, 8, 0, 7, 11, 7, 12, 13, 0]","[0.0, 0.05, 0.045, 0.065, 0.045, 0.05, 0.0, 0.06, 0.07, 0.065, 0.055, 0.04, 0.0, 0.06, 0.04, 0.035, 0.03, 0.04, 0.0, 0.035, 0.055, 0.035, 0.06, 0.065, 0.0]","[10, 9, 13, 9, 10, 12, 14, 13, 11, 8, 12, 8, 7, 6, 8, 7, 11, 7, 12, 13]","[0.05, 0.045, 0.065, 0.045, 0.05, 0.06, 0.07, 0.065, 0.055, 0.04, 0.06, 0.04, 0.035, 0.03, 0.04, 0.035, 0.055, 0.035, 0.06, 0.065]","[0.09346 0.08411 0.1215  0.08411 0.11215 0.13084 0.1215  0.11215 0.07477
 0.06542]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[3, 3, 7, 6, 1, 8, 2, 4, 3, 3, 2, 8, 2, 3, 5, 1, 4, 3, 6, 6, 6, 3, 4, 2, 5]","[0.03, 0.03, 0.07, 0.06, 0.01, 0.08, 0.02, 0.04, 0.03, 0.03, 0.02, 0.08, 0.02, 0.03, 0.05, 0.01, 0.04, 0.03, 0.06, 0.06, 0.06, 0.03, 0.04, 0.02, 0.05]"
"[(1, 4, 2, 3, 0), (3, 0, 4, 1, 2), (3, 2, 1, 0, 4), (3, 4, 2, 0, 1), (2, 4, 1, 0, 3), (4, 1, 0, 2, 3), (2, 0, 4, 1, 3), (0, 3, 1, 4, 2), (2, 3, 1, 4, 0), (2, 4, 0, 3, 1), (1, 2, 0, 4, 3), (3, 0, 2, 4, 1), (2, 0, 3, 4, 1), (2, 1, 4, 3, 0), (4, 3, 2, 1, 0), (1, 3, 4, 0, 2), (1, 2, 3, 0, 4), (3, 0, 2, 1, 4), (1, 4, 0, 2, 3), (0, 4, 1, 2, 3)]","(0, 0, 1, 1, 1)",0,"(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 9, 8, 9, 10, 11, 0, 9, 10, 10, 12, 11, 0, 12, 11, 11, 10, 8, 0, 10, 10, 10, 9, 10, 0]","[0.0, 0.045, 0.04, 0.045, 0.05, 0.055, 0.0, 0.045, 0.05, 0.05, 0.06, 0.055, 0.0, 0.06, 0.055, 0.055, 0.05, 0.04, 0.0, 0.05, 0.05, 0.05, 0.045, 0.05, 0.0]","[9, 8, 9, 10, 11, 9, 10, 10, 12, 11, 12, 11, 11, 10, 8, 10, 10, 10, 9, 10]","[0.045, 0.04, 0.045, 0.05, 0.055, 0.045, 0.05, 0.05, 0.06, 0.055, 0.06, 0.055, 0.055, 0.05, 0.04, 0.05, 0.05, 0.05, 0.045, 0.05]","[0.09184 0.08163 0.09184 0.10204 0.09184 0.10204 0.10204 0.12245 0.11224
 0.10204]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[2, 5, 4, 5, 4, 5, 2, 5, 4, 4, 6, 3, 5, 3, 3, 5, 4, 2, 3, 6, 2, 6, 4, 5, 3]","[0.02, 0.05, 0.04, 0.05, 0.04, 0.05, 0.02, 0.05, 0.04, 0.04, 0.06, 0.03, 0.05, 0.03, 0.03, 0.05, 0.04, 0.02, 0.03, 0.06, 0.02, 0.06, 0.04, 0.05, 0.03]"
"[(1, 2, 3, 4, 0), (0, 1, 2, 3, 4), (4, 2, 1, 3, 0), (0, 3, 2, 4, 1), (4, 1, 3, 2, 0), (2, 1, 4, 0, 3), (4, 3, 0, 1, 2), (3, 1, 4, 2, 0), (2, 1, 3, 4, 0), (0, 3, 2, 4, 1), (2, 1, 0, 4, 3), (2, 4, 1, 0, 3), (0, 2, 1, 3, 4), (0, 1, 3, 4, 2), (1, 4, 0, 3, 2), (0, 3, 2, 4, 1), (4, 0, 2, 1, 3), (3, 2, 0, 1, 4), (4, 1, 0, 3, 2), (2, 1, 4, 0, 3)]","(0, 1, 1, 0, 1)",1,"(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 9, 10, 13, 8, 11, 0, 8, 14, 11, 10, 12, 0, 10, 12, 7, 6, 10, 0, 10, 12, 9, 8, 10, 0]","[0.0, 0.045, 0.05, 0.065, 0.04, 0.055, 0.0, 0.04, 0.07, 0.055, 0.05, 0.06, 0.0, 0.05, 0.06, 0.035, 0.03, 0.05, 0.0, 0.05, 0.06, 0.045, 0.04, 0.05, 0.0]","[9, 10, 13, 8, 11, 8, 14, 11, 10, 12, 10, 12, 7, 6, 10, 10, 12, 9, 8, 10]","[0.045, 0.05, 0.065, 0.04, 0.055, 0.04, 0.07, 0.055, 0.05, 0.06, 0.05, 0.06, 0.035, 0.03, 0.05, 0.05, 0.06, 0.045, 0.04, 0.05]","[0.08571 0.09524 0.12381 0.07619 0.07619 0.13333 0.10476 0.09524 0.11429
 0.09524]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","[6, 1, 5, 3, 5, 2, 9, 3, 3, 3, 5, 4, 5, 2, 4, 2, 4, 4, 5, 5, 5, 2, 3, 7, 3]","[0.06, 0.01, 0.05, 0.03, 0.05, 0.02, 0.09, 0.03, 0.03, 0.03, 0.05, 0.04, 0.05, 0.02, 0.04, 0.02, 0.04, 0.04, 0.05, 0.05, 0.05, 0.02, 0.03, 0.07, 0.03]"
"[(4, 1, 2, 3, 0), (0, 2, 1, 3, 4), (4, 2, 3, 1, 0), (3, 4, 1, 0, 2), (2, 4, 0, 1, 3), (3, 1, 4, 0, 2), (1, 0, 4, 3, 2), (4, 1, 0, 3, 2), (0, 2, 4, 3, 1), (3, 0, 4, 1, 2), (2, 0, 3, 1, 4), (2, 0, 3, 4, 1), (0, 2, 4, 1, 3), (1, 3, 2, 4, 0), (0, 3, 1, 2, 4), (2, 0, 4, 1, 3), (3, 0, 4, 2, 1), (3, 4, 2, 1, 0), (1, 0, 3, 4, 2), (4, 1, 0, 3, 2)]","(1, 0, 0, 1, 1)",0,"(1, 0, 0, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 10, 12, 12, 11, 10, 0, 10, 10, 7, 8, 10, 0, 9, 9, 8, 10, 11, 0, 11, 9, 13, 11, 9, 0]","[0.0, 0.05, 0.06, 0.06, 0.055, 0.05, 0.0, 0.05, 0.05, 0.035, 0.04, 0.05, 0.0, 0.045, 0.045, 0.04, 0.05, 0.055, 0.0, 0.055, 0.045, 0.065, 0.055, 0.045, 0.0]","[10, 12, 12, 11, 10, 10, 10, 7, 8, 10, 9, 9, 8, 10, 11, 11, 9, 13, 11, 9]","[0.05, 0.06, 0.06, 0.055, 0.05, 0.05, 0.05, 0.035, 0.04, 0.05, 0.045, 0.045, 0.04, 0.05, 0.055, 0.055, 0.045, 0.065, 0.055, 0.045]","[0.09901 0.11881 0.11881 0.10891 0.09901 0.09901 0.06931 0.08911 0.08911
 0.10891]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]","[4, 7, 3, 2, 4, 3, 4, 3, 7, 3, 4, 4, 3, 2, 7, 5, 2, 4, 6, 3, 4, 3, 7, 3, 3]","[0.04, 0.07, 0.03, 0.02, 0.04, 0.03, 0.04, 0.03, 0.07, 0.03, 0.04, 0.04, 0.03, 0.02, 0.07, 0.05, 0.02, 0.04, 0.06, 0.03, 0.04, 0.03, 0.07, 0.03, 0.03]"
"[(1, 2, 0, 3, 4), (1, 2, 3, 4, 0), (3, 4, 1, 2, 0), (2, 4, 1, 0, 3), (0, 4, 1, 3, 2), (0, 1, 4, 2, 3), (4, 2, 1, 0, 3), (3, 4, 2, 0, 1), (1, 3, 0, 4, 2), (1, 2, 0, 4, 3), (2, 0, 1, 4, 3), (4, 3, 2, 0, 1), (0, 2, 1, 3, 4), (4, 0, 2, 3, 1), (0, 2, 4, 3, 1), (1, 2, 3, 0, 4), (3, 1, 0, 4, 2), (3, 0, 2, 4, 1), (0, 4, 1, 3, 2), (2, 4, 3, 1, 0)]","(1, 0, 1, 0, 1)",0,"(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 9, 11, 12, 10, 0, 10, 12, 9, 11, 10, 0, 12, 10, 9, 8, 8, 0, 9, 8, 11, 10, 11, 0]","[0.0, 0.05, 0.045, 0.055, 0.06, 0.05, 0.0, 0.05, 0.06, 0.045, 0.055, 0.05, 0.0, 0.06, 0.05, 0.045, 0.04, 0.04, 0.0, 0.045, 0.04, 0.055, 0.05, 0.055, 0.0]","[10, 9, 11, 12, 10, 10, 12, 9, 11, 10, 12, 10, 9, 8, 8, 9, 8, 11, 10, 11]","[0.05, 0.045, 0.055, 0.06, 0.05, 0.05, 0.06, 0.045, 0.055, 0.05, 0.06, 0.05, 0.045, 0.04, 0.04, 0.045, 0.04, 0.055, 0.05, 0.055]","[0.09615 0.08654 0.10577 0.11538 0.09615 0.11538 0.08654 0.11538 0.09615
 0.08654]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[5, 3, 4, 5, 3, 5, 2, 7, 1, 5, 3, 7, 4, 2, 4, 4, 2, 3, 6, 5, 3, 6, 2, 6, 3]","[0.05, 0.03, 0.04, 0.05, 0.03, 0.05, 0.02, 0.07, 0.01, 0.05, 0.03, 0.07, 0.04, 0.02, 0.04, 0.04, 0.02, 0.03, 0.06, 0.05, 0.03, 0.06, 0.02, 0.06, 0.03]"
"[(0, 3, 1, 2, 4), (0, 4, 1, 2, 3), (1, 0, 4, 2, 3), (2, 1, 3, 0, 4), (4, 0, 2, 1, 3), (0, 3, 1, 2, 4), (3, 0, 1, 2, 4), (1, 4, 3, 2, 0), (1, 0, 4, 3, 2), (3, 2, 1, 4, 0), (3, 1, 4, 0, 2), (4, 1, 2, 3, 0), (0, 1, 3, 4, 2), (0, 2, 3, 1, 4), (1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (2, 1, 4, 0, 3), (0, 3, 2, 4, 1), (0, 2, 4, 3, 1), (0, 1, 2, 4, 3)]","(1, 1, 0, 0, 1)",0,"(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 10, 13, 14, 12, 10, 0, 13, 12, 15, 7, 7, 0, 11, 10, 6, 8, 9, 0, 9, 8, 5, 10, 11, 0]","[0.0, 0.05, 0.065, 0.07, 0.06, 0.05, 0.0, 0.065, 0.06, 0.075, 0.035, 0.035, 0.0, 0.055, 0.05, 0.03, 0.04, 0.045, 0.0, 0.045, 0.04, 0.025, 0.05, 0.055, 0.0]","[10, 13, 14, 12, 10, 13, 12, 15, 7, 7, 11, 10, 6, 8, 9, 9, 8, 5, 10, 11]","[0.05, 0.065, 0.07, 0.06, 0.05, 0.065, 0.06, 0.075, 0.035, 0.035, 0.055, 0.05, 0.03, 0.04, 0.045, 0.045, 0.04, 0.025, 0.05, 0.055]","[0.08403 0.10924 0.11765 0.10084 0.10924 0.10084 0.12605 0.09244 0.08403
 0.07563]","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[8, 4, 0, 5, 3, 5, 6, 5, 2, 2, 2, 3, 6, 6, 3, 3, 3, 4, 3, 7, 2, 4, 5, 4, 5]","[0.08, 0.04, 0.0, 0.05, 0.03, 0.05, 0.06, 0.05, 0.02, 0.02, 0.02, 0.03, 0.06, 0.06, 0.03, 0.03, 0.03, 0.04, 0.03, 0.07, 0.02, 0.04, 0.05, 0.04, 0.05]"
