Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(1, 4, 2, 3, 0), (4, 1, 3, 0, 2), (1, 4, 2, 0, 3), (1, 4, 2, 3, 0), (1, 3, 4, 2, 0), (2, 4, 3, 0, 1), (1, 4, 0, 2, 3), (3, 4, 2, 1, 0), (1, 4, 2, 3, 0), (1, 4, 3, 2, 0)]","(0, 1, 1, 0, 1)",0,"[0, 1, 2, 2, 0, 9, 0, 8, 8, 7, 8, 2, 0, 6, 1, 8, 2, 4, 0, 2, 10, 3, 9, 8, 0]","[0.0, 0.01, 0.02, 0.02, 0.0, 0.09, 0.0, 0.08, 0.08, 0.07, 0.08, 0.02, 0.0, 0.06, 0.01, 0.08, 0.02, 0.04, 0.0, 0.02, 0.1, 0.03, 0.09, 0.08, 0.0]","[1, 2, 2, 0, 9, 8, 8, 7, 8, 2, 6, 1, 8, 2, 4, 2, 10, 3, 9, 8]","[0.01, 0.02, 0.02, 0.0, 0.09, 0.08, 0.08, 0.07, 0.08, 0.02, 0.06, 0.01, 0.08, 0.02, 0.04, 0.02, 0.1, 0.03, 0.09, 0.08]","[0.02703 0.05405 0.05405 0.      0.21622 0.21622 0.18919 0.16216 0.02703
 0.05405]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 3, 6, 7, 1, 0, 1, 1, 1, 0, 5, 3, 1, 1, 1, 3, 3, 2, 1, 8, 1, 0, 0]","[0.0, 0.0, 0.02, 0.06, 0.12, 0.14, 0.02, 0.0, 0.02, 0.02, 0.02, 0.0, 0.1, 0.06, 0.02, 0.02, 0.02, 0.06, 0.06, 0.04, 0.02, 0.16, 0.02, 0.0, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)"
"[(4, 0, 2, 1, 3), (4, 1, 0, 2, 3), (4, 0, 3, 2, 1), (2, 1, 3, 4, 0), (2, 1, 0, 4, 3), (4, 1, 2, 3, 0), (4, 2, 3, 1, 0), (0, 4, 1, 2, 3), (4, 0, 3, 2, 1), (0, 1, 4, 2, 3)]","(1, 0, 1, 0, 1)",0,"[0, 5, 6, 7, 3, 5, 0, 4, 7, 3, 4, 6, 0, 8, 2, 3, 3, 2, 0, 1, 7, 7, 8, 9, 0]","[0.0, 0.05, 0.06, 0.07, 0.03, 0.05, 0.0, 0.04, 0.07, 0.03, 0.04, 0.06, 0.0, 0.08, 0.02, 0.03, 0.03, 0.02, 0.0, 0.01, 0.07, 0.07, 0.08, 0.09, 0.0]","[5, 6, 7, 3, 5, 4, 7, 3, 4, 6, 8, 2, 3, 3, 2, 1, 7, 7, 8, 9]","[0.05, 0.06, 0.07, 0.03, 0.05, 0.04, 0.07, 0.03, 0.04, 0.06, 0.08, 0.02, 0.03, 0.03, 0.02, 0.01, 0.07, 0.07, 0.08, 0.09]","[0.1087  0.13043 0.15217 0.06522 0.08696 0.15217 0.06522 0.17391 0.04348
 0.02174]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[2, 3, 2, 0, 3, 0, 5, 1, 2, 2, 2, 1, 2, 5, 0, 0, 0, 4, 1, 5, 6, 1, 1, 2, 0]","[0.04, 0.06, 0.04, 0.0, 0.06, 0.0, 0.1, 0.02, 0.04, 0.04, 0.04, 0.02, 0.04, 0.1, 0.0, 0.0, 0.0, 0.08, 0.02, 0.1, 0.12, 0.02, 0.02, 0.04, 0.0]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)"
"[(1, 0, 3, 4, 2), (3, 2, 1, 0, 4), (0, 2, 4, 3, 1), (2, 0, 4, 1, 3), (0, 1, 3, 4, 2), (2, 3, 1, 4, 0), (1, 4, 3, 0, 2), (0, 2, 4, 3, 1), (1, 0, 2, 4, 3), (3, 2, 0, 4, 1)]","(1, 1, 1, 0, 0)",0,"[0, 5, 6, 6, 8, 5, 0, 4, 5, 6, 4, 6, 0, 5, 7, 4, 5, 5, 0, 5, 2, 4, 3, 5, 0]","[0.0, 0.05, 0.06, 0.06, 0.08, 0.05, 0.0, 0.04, 0.05, 0.06, 0.04, 0.06, 0.0, 0.05, 0.07, 0.04, 0.05, 0.05, 0.0, 0.05, 0.02, 0.04, 0.03, 0.05, 0.0]","[5, 6, 6, 8, 5, 4, 5, 6, 4, 6, 5, 7, 4, 5, 5, 5, 2, 4, 3, 5]","[0.05, 0.06, 0.06, 0.08, 0.05, 0.04, 0.05, 0.06, 0.04, 0.06, 0.05, 0.07, 0.04, 0.05, 0.05, 0.05, 0.02, 0.04, 0.03, 0.05]","[0.08772 0.10526 0.10526 0.14035 0.07018 0.08772 0.10526 0.08772 0.12281
 0.08772]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[3, 3, 1, 2, 1, 3, 1, 2, 1, 3, 2, 4, 1, 0, 3, 2, 1, 3, 2, 2, 0, 1, 3, 5, 1]","[0.06, 0.06, 0.02, 0.04, 0.02, 0.06, 0.02, 0.04, 0.02, 0.06, 0.04, 0.08, 0.02, 0.0, 0.06, 0.04, 0.02, 0.06, 0.04, 0.04, 0.0, 0.02, 0.06, 0.1, 0.02]","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(2, 4, 1, 0, 3), (2, 3, 4, 0, 1), (0, 2, 3, 1, 4), (4, 0, 2, 3, 1), (2, 1, 4, 0, 3), (4, 0, 2, 3, 1), (4, 1, 3, 0, 2), (3, 4, 1, 0, 2), (0, 3, 2, 4, 1), (3, 4, 0, 1, 2)]","(1, 0, 1, 0, 1)",0,"[0, 6, 7, 6, 2, 4, 0, 3, 3, 2, 3, 7, 0, 6, 5, 4, 7, 4, 0, 5, 8, 8, 5, 5, 0]","[0.0, 0.06, 0.07, 0.06, 0.02, 0.04, 0.0, 0.03, 0.03, 0.02, 0.03, 0.07, 0.0, 0.06, 0.05, 0.04, 0.07, 0.04, 0.0, 0.05, 0.08, 0.08, 0.05, 0.05, 0.0]","[6, 7, 6, 2, 4, 3, 3, 2, 3, 7, 6, 5, 4, 7, 4, 5, 8, 8, 5, 5]","[0.06, 0.07, 0.06, 0.02, 0.04, 0.03, 0.03, 0.02, 0.03, 0.07, 0.06, 0.05, 0.04, 0.07, 0.04, 0.05, 0.08, 0.08, 0.05, 0.05]","[0.13333 0.15556 0.13333 0.04444 0.06667 0.06667 0.04444 0.13333 0.11111
 0.11111]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[2, 2, 1, 5, 0, 0, 2, 2, 2, 4, 3, 1, 3, 0, 3, 2, 2, 2, 2, 2, 3, 3, 2, 1, 1]","[0.04, 0.04, 0.02, 0.1, 0.0, 0.0, 0.04, 0.04, 0.04, 0.08, 0.06, 0.02, 0.06, 0.0, 0.06, 0.04, 0.04, 0.04, 0.04, 0.04, 0.06, 0.06, 0.04, 0.02, 0.02]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (3, 0, 2, 4, 1), (0, 2, 4, 3, 1)]","(1, 0, 1, 1, 0)",0,"[0, 10, 10, 9, 10, 0, 0, 0, 0, 0, 0, 10, 0, 9, 10, 1, 10, 1, 0, 9, 0, 10, 0, 1, 0]","[0.0, 0.1, 0.1, 0.09, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.09, 0.1, 0.01, 0.1, 0.01, 0.0, 0.09, 0.0, 0.1, 0.0, 0.01, 0.0]","[10, 10, 9, 10, 0, 0, 0, 0, 0, 10, 9, 10, 1, 10, 1, 9, 0, 10, 0, 1]","[0.1, 0.1, 0.09, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.09, 0.1, 0.01, 0.1, 0.01, 0.09, 0.0, 0.1, 0.0, 0.01]","[0.14925 0.14925 0.13433 0.14925 0.      0.      0.      0.13433 0.14925
 0.13433]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]","[9, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 1, 0, 0, 1, 0, 8, 1, 0, 0, 0, 1, 9, 0]","[0.18, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.18, 0.02, 0.0, 0.0, 0.02, 0.0, 0.16, 0.02, 0.0, 0.0, 0.0, 0.02, 0.18, 0.0]","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(0, 3, 1, 2, 4), (0, 2, 3, 4, 1), (4, 0, 3, 2, 1), (3, 4, 2, 1, 0), (0, 4, 1, 3, 2), (2, 3, 0, 4, 1), (1, 2, 0, 3, 4), (1, 0, 4, 3, 2), (0, 2, 3, 1, 4), (3, 0, 2, 1, 4)]","(1, 0, 1, 1, 0)",0,"[0, 7, 7, 7, 8, 3, 0, 4, 3, 5, 3, 6, 0, 4, 6, 3, 7, 6, 0, 7, 2, 5, 4, 3, 0]","[0.0, 0.07, 0.07, 0.07, 0.08, 0.03, 0.0, 0.04, 0.03, 0.05, 0.03, 0.06, 0.0, 0.04, 0.06, 0.03, 0.07, 0.06, 0.0, 0.07, 0.02, 0.05, 0.04, 0.03, 0.0]","[7, 7, 7, 8, 3, 4, 3, 5, 3, 6, 4, 6, 3, 7, 6, 7, 2, 5, 4, 3]","[0.07, 0.07, 0.07, 0.08, 0.03, 0.04, 0.03, 0.05, 0.03, 0.06, 0.04, 0.06, 0.03, 0.07, 0.06, 0.07, 0.02, 0.05, 0.04, 0.03]","[0.12069 0.12069 0.12069 0.13793 0.06897 0.05172 0.08621 0.06897 0.10345
 0.12069]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[4, 3, 2, 0, 1, 2, 0, 2, 3, 3, 1, 3, 2, 2, 2, 2, 2, 3, 3, 0, 1, 2, 1, 2, 4]","[0.08, 0.06, 0.04, 0.0, 0.02, 0.04, 0.0, 0.04, 0.06, 0.06, 0.02, 0.06, 0.04, 0.04, 0.04, 0.04, 0.04, 0.06, 0.06, 0.0, 0.02, 0.04, 0.02, 0.04, 0.08]","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 4, 2, 3, 0), (1, 2, 4, 3, 0), (1, 2, 4, 3, 0), (1, 4, 2, 3, 0)]","(0, 1, 1, 0, 1)",0,"[0, 0, 0, 0, 0, 10, 0, 10, 10, 10, 10, 0, 0, 10, 2, 10, 0, 0, 0, 0, 10, 0, 8, 10, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.1, 0.02, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.08, 0.1, 0.0]","[0, 0, 0, 0, 10, 10, 10, 10, 10, 0, 10, 2, 10, 0, 0, 0, 10, 0, 8, 10]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.02, 0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.08, 0.1]","[0.      0.      0.      0.      0.2381  0.2381  0.2381  0.2381  0.04762
 0.     ]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 10, 0, 0, 8, 2, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.16, 0.04, 0.0, 0.0]","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)"
"[(4, 0, 1, 3, 2), (1, 0, 3, 4, 2), (4, 0, 1, 3, 2), (4, 1, 0, 3, 2), (4, 1, 0, 3, 2), (4, 1, 0, 3, 2), (4, 1, 2, 0, 3), (4, 1, 0, 3, 2), (4, 1, 0, 3, 2), (4, 1, 0, 3, 2)]","(1, 1, 0, 0, 1)",0,"[0, 2, 9, 10, 1, 8, 0, 10, 10, 1, 1, 0, 0, 1, 0, 0, 0, 9, 0, 1, 9, 9, 10, 9, 0]","[0.0, 0.02, 0.09, 0.1, 0.01, 0.08, 0.0, 0.1, 0.1, 0.01, 0.01, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.09, 0.0, 0.01, 0.09, 0.09, 0.1, 0.09, 0.0]","[2, 9, 10, 1, 8, 10, 10, 1, 1, 0, 1, 0, 0, 0, 9, 1, 9, 9, 10, 9]","[0.02, 0.09, 0.1, 0.01, 0.08, 0.1, 0.1, 0.01, 0.01, 0.0, 0.01, 0.0, 0.0, 0.0, 0.09, 0.01, 0.09, 0.09, 0.1, 0.09]","[0.04444 0.2     0.22222 0.02222 0.22222 0.22222 0.02222 0.02222 0.
 0.02222]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 3, 6, 1, 0, 1, 7, 2, 0, 0, 0, 0, 1, 0, 9, 0, 0, 1, 8, 1, 9, 0, 0, 1, 0]","[0.0, 0.06, 0.12, 0.02, 0.0, 0.02, 0.14, 0.04, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.18, 0.0, 0.0, 0.02, 0.16, 0.02, 0.18, 0.0, 0.0, 0.02, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)"
"[(4, 3, 1, 2, 0), (2, 1, 0, 4, 3), (3, 0, 4, 2, 1), (1, 3, 2, 0, 4), (3, 1, 2, 0, 4), (2, 1, 0, 4, 3), (4, 0, 2, 3, 1), (0, 2, 4, 3, 1), (2, 3, 0, 4, 1), (2, 3, 0, 1, 4)]","(1, 0, 1, 1, 0)",0,"[0, 5, 3, 4, 8, 5, 0, 3, 3, 5, 7, 7, 0, 6, 7, 6, 7, 4, 0, 5, 2, 5, 3, 5, 0]","[0.0, 0.05, 0.03, 0.04, 0.08, 0.05, 0.0, 0.03, 0.03, 0.05, 0.07, 0.07, 0.0, 0.06, 0.07, 0.06, 0.07, 0.04, 0.0, 0.05, 0.02, 0.05, 0.03, 0.05, 0.0]","[5, 3, 4, 8, 5, 3, 3, 5, 7, 7, 6, 7, 6, 7, 4, 5, 2, 5, 3, 5]","[0.05, 0.03, 0.04, 0.08, 0.05, 0.03, 0.03, 0.05, 0.07, 0.07, 0.06, 0.07, 0.06, 0.07, 0.04, 0.05, 0.02, 0.05, 0.03, 0.05]","[0.10204 0.06122 0.08163 0.16327 0.06122 0.06122 0.10204 0.12245 0.14286
 0.10204]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 2, 4, 2, 1, 1, 3, 1, 1, 4, 4, 1, 3, 2, 0, 2, 4, 0, 2, 2, 2, 0, 2, 3, 3]","[0.02, 0.04, 0.08, 0.04, 0.02, 0.02, 0.06, 0.02, 0.02, 0.08, 0.08, 0.02, 0.06, 0.04, 0.0, 0.04, 0.08, 0.0, 0.04, 0.04, 0.04, 0.0, 0.04, 0.06, 0.06]","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(0, 4, 3, 1, 2), (1, 4, 0, 3, 2), (3, 0, 2, 4, 1), (0, 3, 4, 2, 1), (0, 3, 4, 2, 1), (0, 2, 4, 1, 3), (4, 0, 3, 2, 1), (2, 0, 1, 3, 4), (0, 4, 3, 2, 1), (0, 4, 1, 3, 2)]","(1, 0, 0, 1, 1)",0,"[0, 9, 9, 9, 8, 1, 0, 3, 4, 2, 1, 7, 0, 2, 3, 1, 6, 8, 0, 4, 2, 8, 7, 6, 0]","[0.0, 0.09, 0.09, 0.09, 0.08, 0.01, 0.0, 0.03, 0.04, 0.02, 0.01, 0.07, 0.0, 0.02, 0.03, 0.01, 0.06, 0.08, 0.0, 0.04, 0.02, 0.08, 0.07, 0.06, 0.0]","[9, 9, 9, 8, 1, 3, 4, 2, 1, 7, 2, 3, 1, 6, 8, 4, 2, 8, 7, 6]","[0.09, 0.09, 0.09, 0.08, 0.01, 0.03, 0.04, 0.02, 0.01, 0.07, 0.02, 0.03, 0.01, 0.06, 0.08, 0.04, 0.02, 0.08, 0.07, 0.06]","[0.16981 0.16981 0.16981 0.15094 0.0566  0.07547 0.03774 0.03774 0.0566
 0.07547]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[6, 3, 1, 0, 0, 1, 0, 2, 2, 5, 1, 1, 1, 4, 3, 1, 2, 3, 3, 1, 1, 4, 3, 1, 1]","[0.12, 0.06, 0.02, 0.0, 0.0, 0.02, 0.0, 0.04, 0.04, 0.1, 0.02, 0.02, 0.02, 0.08, 0.06, 0.02, 0.04, 0.06, 0.06, 0.02, 0.02, 0.08, 0.06, 0.02, 0.02]","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)"
"[(0, 2, 1, 3, 4), (2, 0, 1, 3, 4), (0, 2, 1, 4, 3), (1, 0, 2, 4, 3), (2, 0, 1, 4, 3), (0, 2, 1, 3, 4), (0, 2, 1, 4, 3), (1, 0, 2, 4, 3), (0, 1, 2, 4, 3), (0, 1, 4, 2, 3)]","(1, 1, 1, 0, 0)",0,"[0, 8, 8, 10, 10, 2, 0, 4, 10, 10, 2, 6, 0, 10, 9, 0, 0, 0, 0, 3, 0, 0, 1, 7, 0]","[0.0, 0.08, 0.08, 0.1, 0.1, 0.02, 0.0, 0.04, 0.1, 0.1, 0.02, 0.06, 0.0, 0.1, 0.09, 0.0, 0.0, 0.0, 0.0, 0.03, 0.0, 0.0, 0.01, 0.07, 0.0]","[8, 8, 10, 10, 2, 4, 10, 10, 2, 6, 10, 9, 0, 0, 0, 3, 0, 0, 1, 7]","[0.08, 0.08, 0.1, 0.1, 0.02, 0.04, 0.1, 0.1, 0.02, 0.06, 0.1, 0.09, 0.0, 0.0, 0.0, 0.03, 0.0, 0.0, 0.01, 0.07]","[0.09756 0.09756 0.12195 0.12195 0.04878 0.12195 0.12195 0.12195 0.10976
 0.03659]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[6, 4, 0, 0, 0, 2, 2, 6, 0, 0, 2, 4, 3, 1, 0, 0, 0, 0, 3, 7, 0, 0, 1, 6, 3]","[0.12, 0.08, 0.0, 0.0, 0.0, 0.04, 0.04, 0.12, 0.0, 0.0, 0.04, 0.08, 0.06, 0.02, 0.0, 0.0, 0.0, 0.0, 0.06, 0.14, 0.0, 0.0, 0.02, 0.12, 0.06]","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)"
"[(2, 1, 3, 0, 4), (1, 2, 3, 0, 4), (1, 2, 3, 0, 4), (1, 3, 2, 0, 4), (1, 0, 2, 4, 3), (1, 4, 0, 2, 3), (3, 4, 0, 1, 2), (1, 2, 3, 0, 4), (1, 3, 0, 4, 2), (1, 2, 3, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 1, 4, 2, 7, 9, 0, 9, 9, 9, 6, 1, 0, 7, 7, 8, 1, 3, 0, 8, 3, 1, 3, 2, 0]","[0.0, 0.01, 0.04, 0.02, 0.07, 0.09, 0.0, 0.09, 0.09, 0.09, 0.06, 0.01, 0.0, 0.07, 0.07, 0.08, 0.01, 0.03, 0.0, 0.08, 0.03, 0.01, 0.03, 0.02, 0.0]","[1, 4, 2, 7, 9, 9, 9, 9, 6, 1, 7, 7, 8, 1, 3, 8, 3, 1, 3, 2]","[0.01, 0.04, 0.02, 0.07, 0.09, 0.09, 0.09, 0.09, 0.06, 0.01, 0.07, 0.07, 0.08, 0.01, 0.03, 0.08, 0.03, 0.01, 0.03, 0.02]","[0.01587 0.06349 0.03175 0.11111 0.14286 0.14286 0.14286 0.11111 0.11111
 0.12698]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 3, 5, 1, 8, 1, 0, 1, 0, 1, 4, 2, 1, 2, 1, 2, 5, 0, 2, 0, 2, 0, 3, 5]","[0.0, 0.02, 0.06, 0.1, 0.02, 0.16, 0.02, 0.0, 0.02, 0.0, 0.02, 0.08, 0.04, 0.02, 0.04, 0.02, 0.04, 0.1, 0.0, 0.04, 0.0, 0.04, 0.0, 0.06, 0.1]","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)"
